STOP_ID,CHANGE
20003427,UPDATE
20003428,UPDATE
20003429,UPDATE
20003430,UPDATE
20003431,UPDATE
20003432,UPDATE
20003433,UPDATE
20003434,UPDATE
20003435,UPDATE
20003436,UPDATE
20003437,UPDATE
20003438,UPDATE
20003439,UPDATE
20003441,UPDATE
20003442,UPDATE
20003443,UPDATE
20003445,UPDATE
20003447,UPDATE
20003449,UPDATE
20003450,UPDATE
20003452,UPDATE
20003454,UPDATE
20003457,UPDATE
20003464,UPDATE
20003465,UPDATE
20003467,UPDATE
20003468,UPDATE
20003469,UPDATE
20003470,UPDATE
20003471,UPDATE
20003472,UPDATE
20003474,UPDATE
20003475,UPDATE
20003476,UPDATE
20003485,UPDATE
20003486,UPDATE
20003491,UPDATE
20003492,UPDATE
20003493,UPDATE
20003494,UPDATE
20003495,UPDATE
20003496,UPDATE
20003497,UPDATE
20003498,UPDATE
20003499,UPDATE
20003504,UPDATE
20003508,UPDATE
20003509,UPDATE
20003510,UPDATE
20003511,UPDATE
20003513,UPDATE
20003514,UPDATE
20003515,UPDATE
20003517,UPDATE
20003518,UPDATE
20003519,UPDATE
20003522,UPDATE
20003523,UPDATE
20003524,UPDATE
20003525,UPDATE
20003526,UPDATE
20003527,UPDATE
20003528,UPDATE
20003529,UPDATE
20003532,UPDATE
20003543,UPDATE
20003545,UPDATE
20003546,UPDATE
20003547,UPDATE
20003550,UPDATE
20003551,UPDATE
20003552,UPDATE
20003553,UPDATE
20003559,UPDATE
20003562,UPDATE
20003563,UPDATE
20003565,UPDATE
20003566,UPDATE
20003567,UPDATE
20003568,UPDATE
20003569,UPDATE
20003570,UPDATE
20003571,UPDATE
20004002,UPDATE
20004009,UPDATE
20004013,UPDATE
20004016,UPDATE
20004100,UPDATE
20004101,UPDATE
20004102,UPDATE
20004103,UPDATE
20004105,UPDATE
20004106,UPDATE
20004107,UPDATE
20004114,UPDATE
20004115,UPDATE
20004116,UPDATE
20004117,UPDATE
20004118,UPDATE
20004126,UPDATE
20004127,UPDATE
20004131,UPDATE
20004134,UPDATE
20004135,UPDATE
20004140,UPDATE
20004141,UPDATE
20004142,UPDATE
20004143,UPDATE
20004145,UPDATE
20004151,UPDATE
20004152,UPDATE
20004153,UPDATE
20004154,UPDATE
20004155,UPDATE
20004156,UPDATE
20004157,UPDATE
20004158,UPDATE
20004159,UPDATE
20004160,UPDATE
20004161,UPDATE
20004162,UPDATE
20004163,UPDATE
20004164,UPDATE
20004165,UPDATE
20004166,UPDATE
20004167,UPDATE
20004168,UPDATE
20004169,UPDATE
20004170,UPDATE
20004171,UPDATE
20004172,UPDATE
20004173,UPDATE
20004174,UPDATE
20004176,UPDATE
20004177,UPDATE
20004178,UPDATE
20004179,UPDATE
20004180,UPDATE
20004183,UPDATE
20004184,UPDATE
20004186,UPDATE
20004189,UPDATE
20004190,UPDATE
20004199,UPDATE
20004200,UPDATE
20004201,UPDATE
20004207,UPDATE
20004208,UPDATE
20004210,UPDATE
20004211,UPDATE
20004212,UPDATE
20004213,UPDATE
20004214,UPDATE
20004215,UPDATE
20004216,UPDATE
20004217,UPDATE
20004218,UPDATE
20004504,UPDATE
20004505,UPDATE
20004512,UPDATE
20004514,UPDATE
20004519,UPDATE
20004520,UPDATE
20004528,UPDATE
20004529,UPDATE
20004530,UPDATE
20004532,UPDATE
20004533,UPDATE
20004539,UPDATE
20004541,UPDATE
20004542,UPDATE
20004544,UPDATE
20004545,UPDATE
20004546,UPDATE
20004547,UPDATE
20004549,UPDATE
20004552,UPDATE
20004553,UPDATE
20004557,UPDATE
20004558,UPDATE
20004559,UPDATE
20004560,UPDATE
20004561,UPDATE
20004563,UPDATE
20004564,UPDATE
20004565,UPDATE
20004566,UPDATE
20004567,UPDATE
20004568,UPDATE
20004571,UPDATE
20004572,UPDATE
20004573,UPDATE
20004576,UPDATE
20004578,UPDATE
20004583,UPDATE
20004588,UPDATE
20004589,UPDATE
20004590,UPDATE
20004591,UPDATE
20004593,UPDATE
20004594,UPDATE
20004596,UPDATE
20004600,UPDATE
20004603,UPDATE
20004604,UPDATE
20004605,UPDATE
20004609,UPDATE
20005001,UPDATE
20005002,UPDATE
20005003,UPDATE
20005007,UPDATE
20005008,UPDATE
20005009,UPDATE
20005010,UPDATE
20005011,UPDATE
20005012,UPDATE
20005013,UPDATE
20005015,UPDATE
20005016,UPDATE
20005017,UPDATE
20005018,UPDATE
20005021,UPDATE
20005022,UPDATE
20005023,UPDATE
20005032,UPDATE
20005036,UPDATE
20005037,UPDATE
20005039,UPDATE
20005041,UPDATE
20005044,UPDATE
20005045,UPDATE
20005046,UPDATE
20005056,UPDATE
20005085,UPDATE
20005086,UPDATE
20005087,UPDATE
20005088,UPDATE
20005089,UPDATE
20005090,UPDATE
20005094,UPDATE
20006002,UPDATE
20006003,UPDATE
20006005,UPDATE
20006016,UPDATE
20006029,UPDATE
20006035,UPDATE
20006049,UPDATE
20006050,UPDATE
20006052,UPDATE
20006054,UPDATE
20006055,UPDATE
20006057,UPDATE
20006058,UPDATE
20006060,UPDATE
20006061,UPDATE
20006062,UPDATE
20006066,UPDATE
20006070,UPDATE
20006074,UPDATE
20006076,UPDATE
20006077,UPDATE
20006078,UPDATE
20006085,UPDATE
20006090,UPDATE
20006092,UPDATE
20006093,UPDATE
20006094,UPDATE
20006095,UPDATE
20006099,UPDATE
20006100,UPDATE
20006101,UPDATE
20006102,UPDATE
20006105,UPDATE
20006552,UPDATE
20006553,UPDATE
20006554,UPDATE
20006555,UPDATE
20006556,UPDATE
20006557,UPDATE
20006559,UPDATE
20006560,UPDATE
20006561,UPDATE
20006601,UPDATE
20006602,UPDATE
20006610,UPDATE
20006621,UPDATE
20006624,UPDATE
20006627,UPDATE
20006900,UPDATE
20006901,UPDATE
20006905,UPDATE
20006906,UPDATE
20006911,UPDATE
20006914,UPDATE
20006915,UPDATE
20006918,UPDATE
20006919,UPDATE
20006936,UPDATE
20006937,UPDATE
20006938,UPDATE
20006944,UPDATE
20006946,UPDATE
20006948,UPDATE
20006949,UPDATE
20006957,UPDATE
20006958,UPDATE
20006961,UPDATE
20006972,UPDATE
20006977,UPDATE
20006978,UPDATE
20006979,UPDATE
20006990,UPDATE
20007008,UPDATE
20007017,UPDATE
20007019,UPDATE
20007022,UPDATE
20007025,UPDATE
20007034,UPDATE
20007038,UPDATE
20007046,UPDATE
20007047,UPDATE
20007048,UPDATE
20007049,UPDATE
20007050,UPDATE
20007057,UPDATE
20007059,UPDATE
20007062,UPDATE
20007066,UPDATE
20007067,UPDATE
20007068,UPDATE
20007069,UPDATE
20007070,UPDATE
20007072,UPDATE
20007073,UPDATE
20007074,UPDATE
20007075,UPDATE
20007079,UPDATE
20007080,UPDATE
20007088,UPDATE
20007089,UPDATE
20007091,UPDATE
20007092,UPDATE
20007094,UPDATE
20007095,UPDATE
20007097,UPDATE
20007102,UPDATE
20007107,UPDATE
20007117,UPDATE
20007118,UPDATE
20007138,UPDATE
20007139,UPDATE
20007140,UPDATE
20007152,UPDATE
20007153,UPDATE
20007154,UPDATE
20007155,UPDATE
20007156,UPDATE
20007203,UPDATE
20007204,UPDATE
20007218,UPDATE
20007219,UPDATE
20007223,UPDATE
20007224,UPDATE
20007225,UPDATE
20007228,UPDATE
20007229,UPDATE
20007250,UPDATE
20007251,UPDATE
20007253,UPDATE
20007259,UPDATE
20007260,UPDATE
20007261,UPDATE
20007262,UPDATE
20007263,UPDATE
20007274,UPDATE
20007275,UPDATE
20007285,UPDATE
20007287,UPDATE
20007288,UPDATE
20007289,UPDATE
20007291,UPDATE
20007292,UPDATE
20007293,UPDATE
20007295,UPDATE
20007310,UPDATE
20007311,UPDATE
20007312,UPDATE
20007313,UPDATE
20007314,UPDATE
20007328,UPDATE
20007329,UPDATE
20007331,UPDATE
20007334,UPDATE
20007336,UPDATE
20007348,UPDATE
20007352,UPDATE
20007353,UPDATE
20007363,UPDATE
20007364,UPDATE
20007365,UPDATE
20007375,UPDATE
20007390,UPDATE
20007395,UPDATE
20007399,UPDATE
20007401,UPDATE
20007402,UPDATE
20007405,UPDATE
20007408,UPDATE
20007409,UPDATE
20007412,UPDATE
20007415,UPDATE
20007429,UPDATE
20007435,UPDATE
20007437,UPDATE
20007448,UPDATE
20007449,UPDATE
20007450,UPDATE
20007451,UPDATE
20007464,UPDATE
20007465,UPDATE
20007470,UPDATE
20007471,UPDATE
20007472,UPDATE
20007473,UPDATE
20007481,UPDATE
20007482,UPDATE
20007525,UPDATE
20007535,UPDATE
20007536,UPDATE
20007537,UPDATE
20007539,UPDATE
20007541,UPDATE
20007542,UPDATE
20007543,UPDATE
20007558,UPDATE
20007561,UPDATE
20007562,UPDATE
20007563,UPDATE
20007564,UPDATE
20007565,UPDATE
20007566,UPDATE
20007567,UPDATE
20007568,UPDATE
20007569,UPDATE
20007570,UPDATE
20007571,UPDATE
20007572,UPDATE
20007574,UPDATE
20007576,UPDATE
20007577,UPDATE
20007583,UPDATE
20007587,UPDATE
20007588,UPDATE
20007589,UPDATE
20007590,UPDATE
20007591,UPDATE
20007592,UPDATE
20007593,UPDATE
20007612,UPDATE
20007617,UPDATE
20007618,UPDATE
20007619,UPDATE
20007620,UPDATE
20007622,UPDATE
20007623,UPDATE
20007627,UPDATE
20007628,UPDATE
20007652,UPDATE
20007653,UPDATE
20007654,UPDATE
20007656,UPDATE
20007658,UPDATE
20007670,UPDATE
20007671,UPDATE
20007672,UPDATE
20007673,UPDATE
20007674,UPDATE
20007675,UPDATE
20007676,UPDATE
20007677,UPDATE
20007678,UPDATE
20007679,UPDATE
20007680,UPDATE
20007681,UPDATE
20007682,UPDATE
20007683,UPDATE
20007685,UPDATE
20007686,UPDATE
20007687,UPDATE
20007688,UPDATE
20007689,UPDATE
20007690,UPDATE
20007691,UPDATE
20007692,UPDATE
20007693,UPDATE
20007694,UPDATE
20007695,UPDATE
20007696,UPDATE
20007697,UPDATE
20007698,UPDATE
20007708,UPDATE
20007709,UPDATE
20007712,UPDATE
20007713,UPDATE
20007714,UPDATE
20007715,UPDATE
20007716,UPDATE
20007719,UPDATE
20007724,UPDATE
20007726,UPDATE
20007736,UPDATE
20007740,UPDATE
20007744,UPDATE
20007753,UPDATE
20007758,UPDATE
20007761,UPDATE
20007762,UPDATE
20007780,UPDATE
20007788,UPDATE
20007809,UPDATE
20007810,UPDATE
20007811,UPDATE
20007817,UPDATE
20007819,UPDATE
20007823,UPDATE
20007835,UPDATE
20007851,UPDATE
20007863,UPDATE
20007864,UPDATE
20007872,UPDATE
20007874,UPDATE
20007875,UPDATE
20007876,UPDATE
20007877,UPDATE
20007878,UPDATE
20007879,UPDATE
20007886,UPDATE
20007949,UPDATE
20007951,UPDATE
20007955,UPDATE
20007984,UPDATE
20008020,UPDATE
20008023,UPDATE
20008024,UPDATE
20008050,UPDATE
20008051,UPDATE
20008083,UPDATE
20008085,UPDATE
20008089,UPDATE
20008090,UPDATE
20008091,UPDATE
20008096,UPDATE
20008097,UPDATE
20008100,UPDATE
20008116,UPDATE
20008117,UPDATE
20008118,UPDATE
20008119,UPDATE
20008124,UPDATE
20008125,UPDATE
20008126,UPDATE
20008127,UPDATE
20008128,UPDATE
20008129,UPDATE
20008144,UPDATE
20008149,UPDATE
20008182,UPDATE
20008188,UPDATE
20008189,UPDATE
20008192,UPDATE
20008215,UPDATE
20008216,UPDATE
20008217,UPDATE
20008220,UPDATE
20008221,UPDATE
20008222,UPDATE
20008223,UPDATE
20008225,UPDATE
20008226,UPDATE
20008227,UPDATE
20008229,UPDATE
20008230,UPDATE
20008231,UPDATE
20008232,UPDATE
20008233,UPDATE
20008249,UPDATE
20008251,UPDATE
20008252,UPDATE
20008253,UPDATE
20008254,UPDATE
20008255,UPDATE
20008256,UPDATE
20008257,UPDATE
20008258,UPDATE
20008259,UPDATE
20008260,UPDATE
20008261,UPDATE
20008262,UPDATE
20008263,UPDATE
20008264,UPDATE
20008271,UPDATE
20008272,UPDATE
20008273,UPDATE
20008277,UPDATE
20008278,UPDATE
20008279,UPDATE
20008284,UPDATE
20008287,UPDATE
20008288,UPDATE
20008289,UPDATE
20008290,UPDATE
20008291,UPDATE
20008292,UPDATE
20008293,UPDATE
20008294,UPDATE
20008295,UPDATE
20008314,UPDATE
20008315,UPDATE
20008316,UPDATE
20008317,UPDATE
20008318,UPDATE
20008319,UPDATE
20008320,UPDATE
20008321,UPDATE
20008330,UPDATE
20008331,UPDATE
20008332,UPDATE
20008333,UPDATE
20008338,UPDATE
20008339,UPDATE
20008340,UPDATE
20008341,UPDATE
20008380,UPDATE
20008381,UPDATE
20008382,UPDATE
20008387,UPDATE
20008388,UPDATE
20008413,UPDATE
20008423,UPDATE
20008428,UPDATE
20008430,UPDATE
20008446,UPDATE
20008479,UPDATE
20008513,UPDATE
20008514,UPDATE
20008515,UPDATE
20008521,UPDATE
20008525,UPDATE
20008526,UPDATE
20008527,UPDATE
20008529,UPDATE
20008596,UPDATE
20008644,UPDATE
20008711,UPDATE
20008743,UPDATE
20008776,UPDATE
20008783,UPDATE
20008787,UPDATE
20008814,UPDATE
20008822,UPDATE
20008832,UPDATE
20008856,UPDATE
20008866,UPDATE
20008983,UPDATE
20009019,UPDATE
20009073,UPDATE
20009074,UPDATE
20009112,UPDATE
20009114,UPDATE
20009117,UPDATE
20009119,UPDATE
20009128,UPDATE
20009132,UPDATE
20009134,UPDATE
20009140,UPDATE
20009176,UPDATE
20009182,UPDATE
20009183,UPDATE
20009184,UPDATE
20009185,UPDATE
20009187,UPDATE
20009205,UPDATE
20009238,UPDATE
20009272,UPDATE
20009273,UPDATE
20009274,UPDATE
20009312,UPDATE
20009314,UPDATE
20009315,UPDATE
20009338,UPDATE
20009370,UPDATE
20009376,UPDATE
20009406,UPDATE
20009407,UPDATE
20009412,UPDATE
20009413,UPDATE
20009416,UPDATE
20009418,UPDATE
20009420,UPDATE
20009421,UPDATE
20009436,UPDATE
20009470,UPDATE
20009503,UPDATE
20009504,UPDATE
20009505,UPDATE
20009506,UPDATE
20009536,UPDATE
20009539,UPDATE
20009568,UPDATE
20009602,UPDATE
20009634,UPDATE
20009667,UPDATE
20009668,UPDATE
20009669,UPDATE
20009670,UPDATE
20009674,UPDATE
20009675,UPDATE
20009676,UPDATE
20009700,UPDATE
20009733,UPDATE
20009736,UPDATE
20009766,UPDATE
20009799,UPDATE
20009804,UPDATE
20009805,UPDATE
20009809,UPDATE
20009810,UPDATE
20009832,UPDATE
20009865,UPDATE
20009868,UPDATE
20009870,UPDATE
20009898,UPDATE
20009901,UPDATE
20009903,UPDATE
20009904,UPDATE
20009931,UPDATE
20009966,UPDATE
20009967,UPDATE
20009972,UPDATE
20009974,UPDATE
20009975,UPDATE
20009976,UPDATE
20009977,UPDATE
20009978,UPDATE
20009979,UPDATE
20010003,UPDATE
20010007,UPDATE
20010030,UPDATE
20010034,UPDATE
20010063,UPDATE
20010064,UPDATE
20010065,UPDATE
20010066,UPDATE
20010067,UPDATE
20010098,UPDATE
20010099,UPDATE
20010130,UPDATE
20010132,UPDATE
20010135,UPDATE
20010163,UPDATE
20010164,UPDATE
20010195,UPDATE
20010231,UPDATE
20010245,UPDATE
20010246,UPDATE
20010247,UPDATE
20010261,UPDATE
20010264,UPDATE
20010271,UPDATE
20010272,UPDATE
20010276,UPDATE
20010277,UPDATE
20010278,UPDATE
20010300,UPDATE
20010301,UPDATE
20010302,UPDATE
20010308,UPDATE
20010309,UPDATE
20010310,UPDATE
20010312,UPDATE
20010327,UPDATE
20010360,UPDATE
20010361,UPDATE
20010362,UPDATE
20010393,UPDATE
20010394,UPDATE
20010395,UPDATE
20010400,UPDATE
20010401,UPDATE
20010403,UPDATE
20010412,UPDATE
20010413,UPDATE
20010421,UPDATE
20010425,UPDATE
20010426,UPDATE
20010431,UPDATE
20010432,UPDATE
20010446,UPDATE
20010447,UPDATE
20010449,UPDATE
20010450,UPDATE
20010463,UPDATE
20010466,UPDATE
20010467,UPDATE
20010526,UPDATE
20010530,UPDATE
20010574,UPDATE
20010579,UPDATE
20010587,UPDATE
20010616,UPDATE
20010625,UPDATE
20010662,UPDATE
20010663,UPDATE
20010665,UPDATE
20010669,UPDATE
20010671,UPDATE
20010674,UPDATE
20010676,UPDATE
20010690,UPDATE
20010694,UPDATE
20010695,UPDATE
20010720,UPDATE
20010762,UPDATE
20010771,UPDATE
20010773,UPDATE
20010781,UPDATE
20010789,UPDATE
20010824,UPDATE
20010825,UPDATE
20010903,UPDATE
20010917,UPDATE
20010993,UPDATE
20011017,UPDATE
20011020,UPDATE
20011048,UPDATE
20011059,UPDATE
20011060,UPDATE
20011061,UPDATE
20011062,UPDATE
20011063,UPDATE
20011064,UPDATE
20011065,UPDATE
20011066,UPDATE
20011068,UPDATE
20011082,UPDATE
20011097,UPDATE
20011123,UPDATE
20011124,UPDATE
20011133,UPDATE
20011137,UPDATE
20011139,UPDATE
20011163,UPDATE
20011195,UPDATE
20011197,UPDATE
20011200,UPDATE
20011204,UPDATE
20011210,UPDATE
20011235,UPDATE
20011237,UPDATE
20011238,UPDATE
20011239,UPDATE
20011240,UPDATE
20011241,UPDATE
20011242,UPDATE
20011243,UPDATE
20011244,UPDATE
20011246,UPDATE
20011247,UPDATE
20011259,UPDATE
20011260,UPDATE
20011261,UPDATE
20011262,UPDATE
20011263,UPDATE
20011264,UPDATE
20011265,UPDATE
20011266,UPDATE
20011267,UPDATE
20011277,UPDATE
20011278,UPDATE
20011279,UPDATE
20011281,UPDATE
20011282,UPDATE
20011289,UPDATE
20011305,UPDATE
20011308,UPDATE
20011318,UPDATE
20011333,UPDATE
20011343,UPDATE
20011344,UPDATE
20011347,UPDATE
20011348,UPDATE
20011349,UPDATE
20011350,UPDATE
20011351,UPDATE
20011352,UPDATE
20011368,UPDATE
20011369,UPDATE
20011371,UPDATE
20011376,UPDATE
20011384,UPDATE
20011395,UPDATE
20011419,UPDATE
20011474,UPDATE
20011476,UPDATE
20011479,UPDATE
20011481,UPDATE
20011485,UPDATE
20011486,UPDATE
20011487,UPDATE
20011491,UPDATE
20011498,UPDATE
20011499,UPDATE
20011505,UPDATE
20011521,UPDATE
20011536,UPDATE
20011544,UPDATE
20011547,UPDATE
20011567,UPDATE
20011569,UPDATE
20011571,UPDATE
20011572,UPDATE
20011573,UPDATE
20011574,UPDATE
20011588,UPDATE
20011589,UPDATE
20011591,UPDATE
20011592,UPDATE
20011599,UPDATE
20011612,UPDATE
20011613,UPDATE
20011614,UPDATE
20011615,UPDATE
20011616,UPDATE
20011617,UPDATE
20011618,UPDATE
20011619,UPDATE
20011620,UPDATE
20011621,UPDATE
20011622,UPDATE
20011623,UPDATE
20011624,UPDATE
20011625,UPDATE
20011626,UPDATE
20011628,UPDATE
20011631,UPDATE
20011642,UPDATE
20011646,UPDATE
20011680,UPDATE
20011681,UPDATE
20011683,UPDATE
20011684,UPDATE
20011685,UPDATE
20011686,UPDATE
20011688,UPDATE
20011691,UPDATE
20011693,UPDATE
20011698,UPDATE
20011704,UPDATE
20011705,UPDATE
20011720,UPDATE
20011727,UPDATE
20011728,UPDATE
20011729,UPDATE
20011779,UPDATE
20011781,UPDATE
20011812,UPDATE
20011845,UPDATE
20011878,UPDATE
20011946,UPDATE
20011947,UPDATE
20011948,UPDATE
20011949,UPDATE
20011950,UPDATE
20011951,UPDATE
20011952,UPDATE
20011954,UPDATE
20011955,UPDATE
20011956,UPDATE
20011957,UPDATE
20011958,UPDATE
20011959,UPDATE
20011960,UPDATE
20011961,UPDATE
20011977,UPDATE
20011978,UPDATE
20011979,UPDATE
20011980,UPDATE
20011981,UPDATE
20011982,UPDATE
20011983,UPDATE
20011984,UPDATE
20011985,UPDATE
20011986,UPDATE
20011987,UPDATE
20011988,UPDATE
20011989,UPDATE
20011991,UPDATE
20011992,UPDATE
20012010,UPDATE
20012011,UPDATE
20012012,UPDATE
20012013,UPDATE
20012014,UPDATE
20012015,UPDATE
20012043,UPDATE
20012044,UPDATE
20012045,UPDATE
20012046,UPDATE
20012047,UPDATE
20012049,UPDATE
20012050,UPDATE
20012051,UPDATE
20012052,UPDATE
20012053,UPDATE
20012054,UPDATE
20012055,UPDATE
20012056,UPDATE
20012057,UPDATE
20012058,UPDATE
20012059,UPDATE
20012060,UPDATE
20012061,UPDATE
20012062,UPDATE
20012063,UPDATE
20012064,UPDATE
20012065,UPDATE
20012066,UPDATE
20012068,UPDATE
20012069,UPDATE
20012070,UPDATE
20012071,UPDATE
20012072,UPDATE
20012073,UPDATE
20012074,UPDATE
20012075,UPDATE
20012076,UPDATE
20012077,UPDATE
20012078,UPDATE
20012079,UPDATE
20012080,UPDATE
20012081,UPDATE
20012082,UPDATE
20012083,UPDATE
20012084,UPDATE
20012085,UPDATE
20012086,UPDATE
20012087,UPDATE
20012089,UPDATE
20012090,UPDATE
20012091,UPDATE
20012092,UPDATE
20012093,UPDATE
20012094,UPDATE
20012095,UPDATE
20012096,UPDATE
20012098,UPDATE
20012109,UPDATE
20012110,UPDATE
20012111,UPDATE
20012112,UPDATE
20012113,UPDATE
20012114,UPDATE
20012115,UPDATE
20012116,UPDATE
20012117,UPDATE
20012118,UPDATE
20012119,UPDATE
20012120,UPDATE
20012121,UPDATE
20012122,UPDATE
20012123,UPDATE
20012124,UPDATE
20012125,UPDATE
20012126,UPDATE
20012127,UPDATE
20012128,UPDATE
20012129,UPDATE
20012131,UPDATE
20012134,UPDATE
20012135,UPDATE
20012136,UPDATE
20012140,UPDATE
20012141,UPDATE
20012142,UPDATE
20012176,UPDATE
20012208,UPDATE
20012209,UPDATE
20012210,UPDATE
20012241,UPDATE
20012242,UPDATE
20012244,UPDATE
20012245,UPDATE
20012246,UPDATE
20012247,UPDATE
20012248,UPDATE
20012249,UPDATE
20012250,UPDATE
20012251,UPDATE
20012252,UPDATE
20012253,UPDATE
20012255,UPDATE
20012257,UPDATE
20012258,UPDATE
20012259,UPDATE
20012274,UPDATE
20012275,UPDATE
20012276,UPDATE
20012279,UPDATE
20012280,UPDATE
20012281,UPDATE
20012282,UPDATE
20012283,UPDATE
20012284,UPDATE
20012285,UPDATE
20012286,UPDATE
20012287,UPDATE
20012288,UPDATE
20012289,UPDATE
20012307,UPDATE
20012308,UPDATE
20012309,UPDATE
20012310,UPDATE
20012311,UPDATE
20012312,UPDATE
20012315,UPDATE
20012316,UPDATE
20012317,UPDATE
20012318,UPDATE
20012319,UPDATE
20012320,UPDATE
20012321,UPDATE
20012340,UPDATE
20012341,UPDATE
20012342,UPDATE
20012343,UPDATE
20012344,UPDATE
20012345,UPDATE
20012346,UPDATE
20012347,UPDATE
20012348,UPDATE
20012350,UPDATE
20012351,UPDATE
20012352,UPDATE
20012353,UPDATE
20012354,UPDATE
20012355,UPDATE
20012356,UPDATE
20012357,UPDATE
20012358,UPDATE
20012359,UPDATE
20012360,UPDATE
20012361,UPDATE
20012373,UPDATE
20012374,UPDATE
20012375,UPDATE
20012376,UPDATE
20012378,UPDATE
20012379,UPDATE
20012380,UPDATE
20012381,UPDATE
20012382,UPDATE
20012383,UPDATE
20012384,UPDATE
20012385,UPDATE
20012386,UPDATE
20012387,UPDATE
20012388,UPDATE
